Series Name,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Primary completion rate, female (% of relevant age group)",Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",South Africa,ZAF,..,82.37333679,..,..,..,..,89.10527802,88.06848907,..,92.1242981,..,..
"Primary completion rate, female (% of relevant age group)",South Sudan,SSD,..,..,19.29335976,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Spain,ESP,99.41647339,..,96.17086029,98.91407013,99.43540955,100.1738205,103.7400589,101.7018433,101.3700409,99.05226135,..,..
"Primary completion rate, female (% of relevant age group)",Sri Lanka,LKA,97.66799927,..,98.03645325,96.61605072,96.95691681,97.01461792,97.99617004,99.97985077,101.6309967,..,..,..
"Primary completion rate, female (% of relevant age group)",St. Kitts and Nevis,KNA,..,125.773201,110.6132126,108.8235321,110.6329117,105.5118103,108.1081085,99.45054626,..,..,..,..
"Primary completion rate, female (% of relevant age group)",St. Lucia,LCA,123.1203003,..,..,..,..,..,..,90.67729187,91.88069916,92.43335724,95.80357361,..
"Primary completion rate, female (% of relevant age group)",St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",St. Vincent and the Grenadines,VCT,..,..,96.33027649,102.462532,108.9601822,103.27314,102.0501099,101.1428604,91.3953476,111.2293091,..,..
"Primary completion rate, female (% of relevant age group)",Sudan,SDN,..,..,..,53.40998077,55.34938049,55.07447815,56.23807907,57.78467178,60.41363907,..,..,..
"Primary completion rate, female (% of relevant age group)",Suriname,SUR,..,..,93.31170654,93.77651978,94.20903778,98.18657684,97.10086823,96.73519135,90.78070831,90.34078979,93.6530304,..
"Primary completion rate, female (% of relevant age group)",Sweden,SWE,95.97264862,100.2177811,100.6607971,102.9697495,102.2510071,100.9006882,104.0436783,104.9545822,104.3068466,103.7391663,..,..
"Primary completion rate, female (% of relevant age group)",Switzerland,CHE,51.71511078,98.45278168,97.89385223,98.77570343,97.40299225,96.35060883,97.02372742,97.66938782,98.73052979,96.77362061,..,..
"Primary completion rate, female (% of relevant age group)",Syrian Arab Republic,SYR,84.59757996,87.92649841,106.7661438,112.823288,71.91806793,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Tajikistan,TJK,..,..,101.3489075,97.00215149,..,99.25869751,100.7420578,94.639328,94.67418671,..,..,..
"Primary completion rate, female (% of relevant age group)",Tanzania,TZA,..,51.31969833,..,86.20034027,80.77516174,..,..,65.95793915,..,72.8241806,71.88770294,..
"Primary completion rate, female (% of relevant age group)",Thailand,THA,..,84.30686188,..,..,..,..,..,..,94.20303345,94.13262177,94.42916107,..
"Primary completion rate, female (% of relevant age group)",Timor-Leste,TLS,..,..,79.30242157,84.88020325,91.17948914,94.36937714,102.8863678,101.1152191,101.2324219,106.3441391,109.2082672,..
"Primary completion rate, female (% of relevant age group)",Togo,TGO,22.95029068,49.3042984,62.91439056,66.79046631,71.56059265,78.0848999,..,89.0221405,87.41532135,86.85414886,85.18628693,..
"Primary completion rate, female (% of relevant age group)",Tonga,TON,119.8412704,..,..,104.0343323,110.1113968,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Trinidad and Tobago,TTO,..,94.56581116,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Tunisia,TUN,75.14334106,86.32817841,..,..,98.75804138,101.8626022,105.3232193,102.6717224,100.148468,..,..,..
"Primary completion rate, female (% of relevant age group)",Turkey,TUR,89.44577026,..,100.9565582,98.77326965,..,90.73625183,91.59396362,..,89.55996704,88.36860657,..,..
"Primary completion rate, female (% of relevant age group)",Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Turks and Caicos Islands,TCA,..,89.54248047,..,..,..,56.80271912,57.6158905,..,..,118.70504,..,..
"Primary completion rate, female (% of relevant age group)",Tuvalu,TUV,63.09524155,..,..,..,..,88.69564819,99.14530182,79.66101837,..,69.42149353,..,..
"Primary completion rate, female (% of relevant age group)",Uganda,UGA,..,..,53.85968018,55.44292068,55.76448059,59.84822845,..,55.70803833,53.81092834,..,..,..
"Primary completion rate, female (% of relevant age group)",Ukraine,UKR,..,96.00450134,96.84069824,98.19583893,104.2790604,103.5947418,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",United Arab Emirates,ARE,89.10691071,82.17166901,..,94.19589233,97.33055115,100.7958221,104.4197769,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",United Kingdom,GBR,..,..,..,..,..,..,101.8871994,100.8231506,100.002449,100.3867722,..,..
"Primary completion rate, female (% of relevant age group)",United States,USA,..,..,..,..,..,..,..,..,97.16603088,95.47634125,..,..
"Primary completion rate, female (% of relevant age group)",Uruguay,URY,97.28613281,99.72315216,104.7242508,102.7419434,102.7129364,104.288887,103.9030533,104.3212509,..,104.1317062,..,..
"Primary completion rate, female (% of relevant age group)",Uzbekistan,UZB,..,..,91.79750824,92.44355011,95.67549133,95.64246368,97.63825989,96.44022369,97.79827881,102.4673233,105.4344788,..
"Primary completion rate, female (% of relevant age group)",Vanuatu,VUT,..,94.44444275,..,..,94.92273712,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)","Venezuela, RB",VEN,..,86.92368317,96.58500671,97.75418091,97.5266037,97.7492218,96.8131485,94.66760254,93.10266113,..,..,..
"Primary completion rate, female (% of relevant age group)",Vietnam,VNM,..,97.99739838,..,..,100.4501877,109.7989502,105.5515518,106.8896027,..,111.5494385,..,..
"Primary completion rate, female (% of relevant age group)",Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",West Bank and Gaza,PSE,..,94.4381485,92.44827271,90.52570343,95.77677155,98.05594635,98.41140747,97.02237701,100.418541,97.29250336,96.77159882,..
"Primary completion rate, female (% of relevant age group)","Yemen, Rep.",YEM,..,..,..,60.15179062,61.38690948,..,..,64.50009155,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Zambia,ZMB,..,53.61972046,..,87.91346741,78.58247375,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Zimbabwe,ZWE,..,..,..,97.96295929,98.85494995,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Arab World,ARB,61.11725998,70.65801239,82.02822113,84.19004822,82.63716888,83.4778595,82.72680664,82.08309937,82.68463898,83.33918762,84.36878967,..
"Primary completion rate, female (% of relevant age group)",Caribbean small states,CSS,98.06508636,93.96295929,92.67077637,92.6582489,91.75441742,91.96363831,92.31832123,91.57250214,91.76847076,90.86843109,90.89396667,..
"Primary completion rate, female (% of relevant age group)",Central Europe and the Baltics,CEB,93.24716949,95.68470001,97.34693146,96.42529297,97.07572937,96.95639801,97.98145294,97.89942169,98.93097687,93.07508087,93.10125732,..
"Primary completion rate, female (% of relevant age group)",Early-demographic dividend,EAR,63.88349152,71.00496674,89.49221802,91.98967743,93.05580902,93.76029205,93.79351807,93.21231079,92.76561737,92.12090302,92.56201172,..
"Primary completion rate, female (% of relevant age group)",East Asia & Pacific,EAS,..,91.42694092,95.16162872,95.89077759,95.40718842,92.377388,91.19293213,94.00884247,95.96363831,98.25359344,98.98345947,..
"Primary completion rate, female (% of relevant age group)",East Asia & Pacific (excluding high income),EAP,..,91.25682068,94.87490845,95.46431732,95.08592224,91.94278717,90.55358124,93.64333344,95.83615875,98.18225098,98.95767975,..
"Primary completion rate, female (% of relevant age group)",East Asia & Pacific (IDA & IBRD countries),TEA,..,91.20172882,94.84860229,95.4460907,95.06230164,91.8740387,90.46547699,93.60009766,95.82376862,98.20076752,98.98535919,..
"Primary completion rate, female (% of relevant age group)",Euro area,EMU,98.85777283,98.86884308,97.75134277,97.25478363,97.05075836,97.02124023,97.84282684,97.04325104,97.36315918,97.41261292,97.41947174,..
"Primary completion rate, female (% of relevant age group)",Europe & Central Asia,ECS,..,95.71231842,98.49433899,97.89064789,98.05545044,97.82733917,98.64832306,97.43242645,97.96852112,97.82582092,97.92684174,..
"Primary completion rate, female (% of relevant age group)",Europe & Central Asia (excluding high income),ECA,..,93.05319214,98.85325623,97.93621063,98.2780838,97.95017242,98.75959015,96.7387619,97.4784317,98.31716156,98.50845337,..
"Primary completion rate, female (% of relevant age group)",Europe & Central Asia (IDA & IBRD countries),TEC,..,93.2809906,98.40088654,97.5806427,98.02928162,97.77378845,98.75050354,96.96881866,97.74597931,97.54318237,97.71852875,..
"Primary completion rate, female (% of relevant age group)",European Union,EUU,97.81677246,98.49762726,98.3237915,97.83516693,97.82402802,97.72902679,98.5425415,97.97614288,98.27989197,97.18245697,97.186409,..
"Primary completion rate, female (% of relevant age group)",Fragile and conflict affected situations,FCS,53.87984085,56.31171036,65.5712738,67.00898743,66.5800705,67.33924103,68.12106323,68.56530762,68.6057663,68.41887665,68.23718262,..
"Primary completion rate, female (% of relevant age group)",Heavily indebted poor countries (HIPC),HPC,35.38172913,37.78768921,61.3891983,62.83480072,62.83060837,63.47885895,64.16132355,64.40660858,64.90512848,65.59207916,65.75115967,..
"Primary completion rate, female (% of relevant age group)",High income,HIC,..,96.29119873,98.00209808,98.63404083,98.36448669,98.50215912,98.78607178,97.95191956,98.05687714,97.02462006,97.01257324,..
"Primary completion rate, female (% of relevant age group)",IBRD only,IBD,81.88176727,84.29955292,94.81893921,96.04486084,96.86875916,95.971138,95.19158173,95.52498627,95.53735352,95.32501221,95.74524689,..
"Primary completion rate, female (% of relevant age group)",IDA & IBRD total,IBT,74.04831696,76.49868774,86.16513824,87.45934296,87.88323212,87.47042084,87.1242218,87.43006897,87.66886902,87.79412842,88.1317215,..
"Primary completion rate, female (% of relevant age group)",IDA blend,IDB,..,65.63134003,67.70213318,69.66385651,69.98742676,70.27485657,70.55986023,70.83390808,71.65895844,72.75289154,74.05744934,..
"Primary completion rate, female (% of relevant age group)",IDA only,IDX,38.86521912,45.55783081,67.60836792,69.50447083,69.2261734,70.43942261,71.45645142,72.08706665,73.00614929,73.89935303,73.81537628,..
"Primary completion rate, female (% of relevant age group)",IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",Late-demographic dividend,LTE,..,93.3952179,95.57086945,95.55957794,95.14942932,92.2915802,90.80078888,93.41600037,95.66168976,97.40727997,98.1829071,..
"Primary completion rate, female (% of relevant age group)",Latin America & Caribbean,LCN,93.81079865,98.17658997,100.503479,101.2216415,100.8428268,101.0651627,99.55264282,99.24913025,98.82125854,98.31036377,98.45285034,..
"Primary completion rate, female (% of relevant age group)",Latin America & Caribbean (excluding high income),LAC,93.82479095,98.35391998,100.7183838,101.3959732,101.0260696,101.259819,99.74237061,99.50708008,99.13362122,98.54801941,98.69812775,..
"Primary completion rate, female (% of relevant age group)",Latin America & the Caribbean (IDA & IBRD countries),TLA,93.86557007,98.31791687,100.6592026,101.4118118,101.0279694,101.1899719,99.66623688,99.43051147,99.04077148,98.59806061,98.71038055,..
"Primary completion rate, female (% of relevant age group)",Least developed countries: UN classification,LDC,35.55889893,42.38740921,64.88040924,66.37390137,67.33448029,68.64541626,69.35616302,69.99743652,70.81465912,71.59554291,71.30896759,..
"Primary completion rate, female (% of relevant age group)",Low & middle income,LMY,73.82922363,76.3685379,86.12306213,87.41480255,87.84223175,87.43714142,87.0817337,87.38587189,87.6240387,87.78180695,88.12200928,..
"Primary completion rate, female (% of relevant age group)",Low income,LIC,34.7938385,37.64070892,58.28678894,59.62932968,59.35826111,60.60346985,61.32004929,61.89147949,62.23011017,62.69092941,62.78387833,..
"Primary completion rate, female (% of relevant age group)",Lower middle income,LMC,59.71516037,67.38723755,86.09011841,88.4784317,89.89576721,90.84246826,91.04482269,90.40409088,90.04888916,89.48088837,89.87123108,..
"Primary completion rate, female (% of relevant age group)",Middle East & North Africa,MEA,67.43917084,77.521492,89.07785034,91.27055359,89.46127319,90.52204132,89.7784729,89.21338654,89.31942749,89.79959869,90.85050201,..
"Primary completion rate, female (% of relevant age group)",Middle East & North Africa (excluding high income),MNA,67.60977173,77.14206696,87.66866302,89.53804779,87.43264771,87.77702332,87.4582901,87.71495056,87.42189026,88.63143921,89.87264252,..
"Primary completion rate, female (% of relevant age group)",Middle East & North Africa (IDA & IBRD countries),TMN,67.40721893,76.91149139,87.58733368,89.5213089,87.29164886,87.60273743,87.27121735,87.55512238,87.19809723,88.48164368,89.7525177,..
"Primary completion rate, female (% of relevant age group)",Middle income,MIC,77.40965271,80.26576233,90.32137299,91.72376251,92.34953308,91.7714386,91.31806183,91.65490723,91.94378662,92.11447144,92.57254028,..
"Primary completion rate, female (% of relevant age group)",North America,NAC,..,..,..,..,..,..,..,97.22374725,97.22534943,95.67987061,95.68032837,..
"Primary completion rate, female (% of relevant age group)",Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",OECD members,OED,93.82702637,96.95337677,99.37506104,100.1106491,99.47637939,99.030159,98.81749725,98.35957336,98.56861877,97.67636108,97.66404724,..
"Primary completion rate, female (% of relevant age group)",Other small states,OSS,68.42855835,74.87605286,82.85578156,83.8544693,84.3608017,84.58296204,85.56684113,86.0382309,85.98165131,86.76661682,86.99854279,..
"Primary completion rate, female (% of relevant age group)",Pacific island small states,PSS,88.70915985,89.85534668,97.24295807,97.61377716,97.92424011,98.81693268,100.1333771,98.50306702,98.72261047,97.98190308,98.68039703,..
"Primary completion rate, female (% of relevant age group)",Post-demographic dividend,PST,..,97.40836334,98.13532257,98.41989136,98.19164276,97.88670349,98.40261078,97.96688843,97.84996796,97.47531128,97.53224945,..
"Primary completion rate, female (% of relevant age group)",Pre-demographic dividend,PRE,46.74671936,48.45375824,62.2938385,63.00152969,63.39099121,64.1053009,64.65753174,64.84461975,65.12580109,65.59828949,65.59307861,..
"Primary completion rate, female (% of relevant age group)",Small states,SST,76.86991882,79.86889648,85.72769165,86.45079041,86.64763641,86.88654327,87.76628876,87.87322235,87.86936951,88.25466919,88.47675323,..
"Primary completion rate, female (% of relevant age group)",South Asia,SAS,52.61214828,61.58826065,86.75254822,89.84744263,92.33022308,93.60134125,93.98651123,93.14556122,92.37371826,90.75847626,91.16692352,..
"Primary completion rate, female (% of relevant age group)",South Asia (IDA & IBRD),TSA,52.61214828,61.58826065,86.75254822,89.84744263,92.33022308,93.60134125,93.98651123,93.14556122,92.37371826,90.75847626,91.16692352,..
"Primary completion rate, female (% of relevant age group)",Sub-Saharan Africa,SSF,48.39733887,49.29964066,64.12722015,65.14919281,65.24037933,65.77884674,66.30621338,66.41066742,66.71518707,67.26648712,67.38990021,..
"Primary completion rate, female (% of relevant age group)",Sub-Saharan Africa (excluding high income),SSA,48.28702927,49.2312088,64.09406281,65.11994171,65.21025085,65.75153351,66.27754974,66.38372803,66.69355011,67.24384308,67.36917114,..
"Primary completion rate, female (% of relevant age group)",Sub-Saharan Africa (IDA & IBRD countries),TSS,48.39733887,49.29964066,64.12722015,65.14919281,65.24037933,65.77884674,66.30621338,66.41066742,66.71518707,67.26648712,67.38990021,..
"Primary completion rate, female (% of relevant age group)",Upper middle income,UMC,..,92.65753174,96.04125977,96.22187042,95.78206635,93.08891296,91.70896912,93.46292114,94.70786285,95.97383881,96.5439682,..
"Primary completion rate, female (% of relevant age group)",World,WLD,76.52409363,78.60758972,87.45030975,88.66542053,88.99610901,88.63613892,88.3411026,88.52133942,88.74743652,88.77633667,89.08380127,..
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 10/15/2020,,,,,,,,,,,,,,
